churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
no,0,105,211.7,17.99,11.6,1
no,0,117,287.7,24.45,12.2,0
no,0,147,173.4,14.74,5.5,2
no,0,56,230.1,19.56,9.9,2
yes,0,94,93.7,7.96,13.4,3
no,0,86,216.8,18.43,11.8,2
yes,0,106,204.6,17.39,9.4,2
no,0,107,215.6,18.33,10.2,0
no,0,116,115.6,9.83,9.4,3
no,0,75,208.6,17.73,9.9,1
no,31,100,225.5,19.17,9.7,0
no,33,93,162.9,13.85,8.1,0
no,28,79,304.9,25.92,11.9,1
no,0,112,270.5,22.99,9.0,3
no,0,114,150.0,12.75,10.3,5
no,0,58,235.0,19.98,11.4,2
no,0,81,129.4,11.0,15.8,1
no,19,88,162.7,13.83,14.6,1
yes,0,92,190.9,16.23,10.3,1
no,31,101,196.4,16.69,10.3,1
no,0,79,192.4,16.35,9.1,0
no,0,91,264.7,22.5,9.2,2
no,0,110,52.9,4.5,10.9,0
yes,0,89,211.4,17.97,11.0,3
no,0,91,273.5,23.25,9.6,3
no,0,96,235.9,20.05,7.6,3
no,0,135,180.2,15.32,6.2,2
no,0,133,120.7,10.26,12.7,1
no,0,90,196.0,16.66,9.2,1
no,37,94,165.4,14.06,11.7,1
yes,0,114,223.0,18.96,11.3,3
no,0,111,175.2,14.89,9.9,2
no,0,145,196.5,16.7,14.9,1
no,38,132,146.7,12.47,13.1,3
no,0,71,152.7,12.98,12.4,1
no,0,108,183.7,15.61,8.9,3
no,0,114,171.3,14.56,9.9,4
no,27,128,268.2,22.8,11.1,0
no,0,72,154.3,13.12,8.2,1
no,0,89,241.3,20.51,4.0,0
no,0,114,209.5,17.81,7.4,2
no,43,79,174.6,14.84,10.9,1
no,0,109,236.0,20.06,9.3,1
no,0,107,323.2,27.47,7.5,1
no,0,78,204.2,17.36,5.9,1
no,0,66,160.6,13.65,0.0,1
no,33,96,220.4,18.73,11.8,4
no,0,82,185.6,15.78,10.2,1
no,0,113,290.3,24.68,7.2,1
no,0,84,255.9,21.75,8.0,1
no,0,85,143.4,12.19,15.0,2
no,26,108,243.2,20.67,5.4,2
no,31,124,188.9,16.06,8.9,0
no,0,75,264.8,22.51,7.6,1
no,0,112,42.5,3.61,12.4,0
no,0,72,233.6,19.86,12.0,0
no,0,91,158.5,13.47,6.2,1
yes,27,85,221.2,18.8,12.3,1
no,0,91,60.8,5.17,10.7,2
yes,0,96,169.8,14.43,11.9,4
no,0,113,155.5,13.22,14.4,2
no,35,106,200.6,17.05,15.5,0
no,32,113,249.8,21.23,8.7,1
yes,0,107,251.6,21.39,11.3,2
no,0,61,218.8,18.6,8.2,7
no,0,90,196.8,16.73,5.9,0
yes,0,123,210.5,17.89,9.0,1
yes,0,113,70.9,6.03,13.4,4
no,24,83,109.6,9.32,16.9,1
no,0,89,166.4,14.14,15.0,6
no,25,95,163.3,13.88,5.1,0
no,32,80,177.8,15.11,8.1,0
no,0,91,120.4,10.23,10.6,2
no,24,129,289.8,24.63,10.6,1
yes,0,123,288.0,24.48,10.5,0
no,0,122,141.6,12.04,7.5,2
no,0,97,115.7,9.83,8.3,0
no,0,67,217.0,18.45,5.2,1
no,0,110,128.7,10.94,11.0,1
no,0,113,169.0,14.37,9.2,1
no,0,51,219.8,18.68,4.4,1
no,0,107,112.5,9.56,13.8,1
no,0,134,205.9,17.5,7.9,1
no,0,134,80.8,6.87,10.8,1
no,0,127,106.1,9.02,14.0,0
no,24,117,196.0,16.66,11.4,0
no,0,104,145.2,12.34,6.6,1
no,0,68,195.7,16.63,12.0,1
no,0,87,309.2,26.28,10.0,1
yes,0,103,207.7,17.65,14.1,1
no,0,87,133.2,11.32,11.2,1
no,0,88,223.0,18.96,13.0,4
no,37,107,233.9,19.88,9.2,0
no,0,127,189.7,16.12,14.3,1
no,0,90,179.3,15.24,11.9,2
no,0,137,241.4,20.52,15.5,0
no,0,81,287.3,24.42,6.5,2
no,0,88,140.3,11.93,6.4,0
no,0,107,206.9,17.59,12.6,1
yes,28,147,190.7,16.21,9.2,4
no,0,88,145.0,12.33,11.5,2
yes,0,67,261.1,22.19,13.4,2
no,28,75,169.9,14.44,11.0,1
no,0,83,155.4,13.21,8.4,1
no,0,124,222.6,18.92,11.0,1
no,0,89,234.0,19.89,11.6,4
no,0,86,160.5,13.64,10.7,3
no,39,93,187.2,15.91,8.6,2
no,0,123,224.2,19.06,8.6,2
no,34,109,221.4,18.82,10.3,0
no,0,69,285.9,24.3,9.4,0
no,23,97,186.0,15.81,12.3,3
no,0,100,115.7,9.83,12.8,2
no,0,106,187.3,15.92,13.3,3
no,0,81,320.5,27.24,4.2,0
no,0,95,150.1,12.76,7.7,3
no,30,75,165.8,14.09,10.8,1
no,0,130,248.1,21.09,12.2,0
yes,22,63,258.8,22.0,15.7,2
no,0,147,186.7,15.87,9.2,0
yes,33,103,248.2,21.1,13.5,1
no,0,68,262.2,22.29,8.8,0
no,0,122,224.9,19.12,11.5,1
no,0,95,251.2,21.35,5.0,3
no,0,90,163.0,13.86,11.8,1
no,0,90,181.6,15.44,12.3,0
no,31,90,271.0,23.04,9.5,6
yes,0,118,192.1,16.33,10.4,0
no,0,77,131.2,11.15,13.0,0
yes,21,105,162.5,13.81,11.8,4
yes,0,102,266.4,22.64,13.1,4
no,0,70,214.8,18.26,7.8,0
no,0,94,203.9,17.33,11.6,3
no,24,85,239.6,20.37,6.9,1
no,33,106,149.8,12.73,13.0,1
no,0,105,224.6,19.09,9.0,1
no,0,112,306.3,26.04,9.9,1
yes,0,55,249.5,21.21,13.3,1
no,15,102,145.3,12.35,11.8,1
yes,27,103,263.3,22.38,8.3,1
no,0,150,187.5,15.94,13.6,1
no,35,97,135.2,11.49,7.9,2
no,26,104,150.6,12.8,7.7,1
no,0,99,141.6,12.04,9.6,0
no,0,108,152.3,12.95,7.5,1
no,0,101,201.8,17.15,11.6,0
no,0,91,216.1,18.37,11.3,2
no,0,80,232.5,19.76,14.7,0
no,0,109,164.8,14.01,7.9,0
no,0,84,167.6,14.25,8.4,1
no,32,91,167.3,14.22,6.8,2
no,38,88,225.9,19.2,8.2,0
no,27,101,143.8,12.22,12.3,1
no,0,92,317.5,26.99,8.3,2
no,0,91,195.5,16.62,6.0,1
no,42,57,203.6,17.31,11.4,2
no,0,111,167.7,14.25,11.3,3
no,0,83,256.2,21.78,3.8,0
no,0,111,198.5,16.87,8.0,2
no,0,93,193.0,16.41,13.1,1
no,0,125,81.9,6.96,12.0,0
no,0,96,205.5,17.47,11.9,0
no,0,117,152.4,12.95,8.6,1
no,0,132,244.1,20.75,9.1,2
yes,0,148,230.3,19.58,11.4,1
no,0,74,148.5,12.62,11.3,1
no,33,72,194.5,16.53,14.2,2
no,0,91,167.7,14.25,8.4,1
no,0,87,195.7,16.63,7.8,2
no,0,65,262.8,22.34,11.2,1
no,11,129,284.3,24.17,12.3,1
no,28,94,291.2,24.75,10.0,2
yes,0,106,249.4,21.2,12.9,1
no,0,114,215.9,18.35,0.0,1
yes,42,125,232.3,19.75,9.3,2
no,0,108,171.8,14.6,5.3,1
no,0,80,215.1,18.28,13.1,2
no,0,74,215.6,18.33,10.0,2
no,32,77,208.2,17.7,12.0,3
no,0,80,165.0,14.03,10.7,0
yes,0,92,114.0,9.69,14.1,5
no,0,89,211.3,17.96,10.7,2
no,0,77,220.9,18.78,9.2,4
no,38,112,201.8,17.15,16.1,0
no,24,112,183.4,15.59,9.9,0
no,0,104,211.2,17.95,10.2,3
no,0,109,147.0,12.5,7.2,4
no,0,115,158.8,13.5,9.3,4
no,0,129,242.2,20.59,6.4,0
no,0,87,266.5,22.65,7.1,0
no,0,107,228.4,19.41,7.7,0
no,0,72,165.7,14.08,8.4,1
no,25,112,178.9,15.21,12.9,2
no,0,118,179.1,15.22,10.3,0
no,0,116,192.4,16.35,10.1,2
no,0,107,58.6,4.98,8.7,1
no,0,101,97.6,8.3,7.0,0
no,38,158,133.9,11.38,13.3,1
no,0,72,188.5,16.02,8.8,1
no,0,97,89.8,7.63,15.3,1
no,26,71,145.9,12.4,9.9,1
no,0,127,150.0,12.75,10.7,1
no,29,82,203.8,17.32,9.9,0
no,25,140,224.1,19.05,11.8,0
no,0,97,177.8,15.11,12.2,1
no,0,108,218.1,18.54,12.5,1
no,0,122,240.5,20.44,5.0,1
no,25,88,151.5,12.88,14.3,1
no,0,106,175.2,14.89,12.5,2
no,0,81,247.5,21.04,8.9,0
no,27,119,206.5,17.55,6.5,1
yes,0,113,222.0,18.87,6.7,0
no,0,112,221.3,18.81,8.2,1
no,0,88,175.2,14.89,0.0,0
no,19,150,226.7,19.27,7.5,1
no,0,115,216.2,18.38,11.8,3
no,0,101,213.7,18.16,12.4,3
no,0,97,204.1,17.35,12.3,3
no,0,97,221.1,18.79,12.4,2
no,0,72,247.5,21.04,6.9,3
no,0,115,207.0,17.6,8.2,1
no,42,79,223.1,18.96,12.9,0
no,0,100,184.6,15.69,13.3,2
no,0,95,239.3,20.34,10.0,2
no,0,87,170.4,14.48,9.5,1
no,0,105,159.0,13.52,7.2,0
no,0,120,198.6,16.88,6.0,1
no,0,78,249.6,21.22,14.2,1
no,29,121,223.1,18.96,13.0,1
no,0,127,195.6,16.63,5.1,1
no,0,95,165.8,14.09,2.2,3
no,35,104,272.8,23.19,8.3,1
no,0,96,244.0,20.74,9.1,2
yes,0,128,102.8,8.74,10.5,4
no,0,78,205.5,17.47,12.2,0
no,0,93,189.7,16.12,10.4,4
yes,28,100,246.5,20.95,12.9,2
no,0,115,179.6,15.27,10.1,3
no,29,97,189.2,16.08,12.8,3
no,0,104,80.6,6.85,5.8,3
no,0,112,187.1,15.9,7.9,0
no,0,115,258.8,22.0,7.4,2
no,0,100,118.5,10.07,17.1,0
no,0,93,155.6,13.23,13.3,0
no,0,98,292.8,24.89,10.6,1
no,15,85,267.0,22.7,10.9,1
yes,0,129,202.6,17.22,12.5,1
no,0,95,256.1,21.77,11.7,3
no,0,122,214.7,18.25,11.8,1
no,0,116,188.2,16.0,12.3,3
no,0,106,236.7,20.12,11.3,3
no,0,79,162.6,13.82,12.1,1
yes,0,165,168.3,14.31,11.7,5
yes,0,105,246.1,20.92,10.4,1
no,24,98,230.2,19.57,10.0,2
no,0,85,243.2,20.67,9.9,1
no,19,103,223.0,18.96,7.3,2
no,19,78,194.5,16.53,16.9,0
no,0,103,138.5,11.77,9.0,2
no,0,62,180.8,15.37,12.7,1
no,37,109,210.5,17.89,11.8,1
yes,0,73,164.9,14.02,12.3,5
no,33,87,197.6,16.8,12.2,2
yes,26,111,215.2,18.29,14.4,1
no,34,97,224.2,19.06,11.3,1
no,0,81,223.7,19.01,13.6,1
no,0,108,188.4,16.01,11.7,2
no,39,108,169.2,14.38,10.1,1
no,0,74,213.4,18.14,7.9,1
no,29,113,275.4,23.41,10.0,0
no,0,30,144.3,12.27,10.8,2
no,0,117,219.4,18.65,4.0,1
no,32,123,165.2,14.04,10.6,0
no,0,110,91.7,7.79,9.7,3
no,24,94,138.7,11.79,11.3,0
no,0,105,207.2,17.61,5.6,1
no,26,110,205.2,17.44,8.1,1
yes,0,120,211.3,17.96,11.1,4
no,0,117,217.1,18.45,11.8,1
no,0,123,176.6,15.01,7.8,1
no,0,110,206.7,17.57,11.1,1
no,0,122,245.9,20.9,6.4,0
no,28,70,154.8,13.16,10.6,0
no,0,55,179.1,15.22,8.2,3
no,0,78,142.6,12.12,10.9,0
no,32,117,129.8,11.03,12.0,2
no,26,94,289.4,24.6,8.0,0
no,0,95,205.9,17.5,12.9,1
no,0,108,213.0,18.11,5.4,1
no,0,104,224.2,19.06,15.2,0
no,0,88,180.8,15.37,12.8,1
no,0,81,167.7,14.25,9.2,2
no,39,98,271.2,23.05,5.8,1
no,32,78,102.2,8.69,8.6,0
no,0,89,194.4,16.52,9.7,4
no,0,108,189.3,16.09,14.1,3
no,36,54,238.8,20.3,11.2,3
no,0,92,195.7,16.63,13.1,0
no,35,89,148.2,12.6,7.5,1
yes,0,108,178.4,15.16,14.4,3
no,32,82,165.3,14.05,9.0,2
no,0,122,242.1,20.58,9.7,2
no,0,92,217.0,18.45,9.8,3
no,12,92,228.9,19.46,8.7,0
no,26,94,239.5,20.36,5.9,2
no,0,122,145.0,12.33,9.3,1
no,28,106,223.5,19.0,11.2,0
no,0,56,56.0,4.76,8.9,0
no,0,63,208.4,17.71,9.2,2
yes,0,98,251.8,21.4,7.2,4
yes,15,95,209.5,17.81,8.7,5
no,0,97,235.3,20.0,11.0,1
no,0,117,130.0,11.05,6.9,1
no,0,80,213.6,18.16,11.9,4
no,33,78,232.9,19.8,7.6,1
no,25,90,257.9,21.92,11.6,1
no,35,92,220.8,18.77,8.0,2
no,0,96,221.1,18.79,12.6,0
no,39,106,205.1,17.43,5.1,1
yes,0,141,265.3,22.55,9.5,1
no,0,90,195.3,16.6,8.5,1
no,25,112,206.0,17.51,9.7,0
no,25,65,172.7,14.68,11.3,2
no,0,93,205.4,17.46,10.2,3
no,35,127,219.6,18.67,12.8,0
no,0,67,180.2,15.32,7.9,1
no,0,85,241.1,20.49,7.9,1
no,0,132,249.7,21.22,12.6,1
no,0,102,168.7,14.34,11.8,1
no,0,88,235.8,20.04,9.5,2
no,0,140,157.8,13.41,11.3,1
no,0,84,211.4,17.97,5.9,3
no,31,92,238.3,20.26,10.7,4
no,28,87,227.2,19.31,7.6,3
no,0,83,213.1,18.11,10.9,1
no,0,96,224.9,19.12,15.7,2
no,0,98,202.3,17.2,12.6,2
no,0,93,240.1,20.41,4.9,3
no,0,97,168.3,14.31,9.3,1
no,0,84,140.2,11.92,11.4,1
no,0,101,240.2,20.42,11.4,2
no,33,139,183.2,15.57,12.3,0
no,37,109,204.2,17.36,8.9,1
no,0,77,257.5,21.89,7.5,2
no,0,71,230.1,19.56,10.6,1
yes,0,91,183.9,15.63,15.3,0
no,0,71,48.1,4.09,8.9,0
no,0,115,168.8,14.35,9.8,2
no,0,56,215.7,18.33,10.6,4
no,0,109,255.1,21.68,10.1,0
no,0,79,161.8,13.75,11.7,3
no,24,118,208.5,17.72,8.1,3
no,0,116,192.4,16.35,10.1,2
yes,34,83,171.8,14.6,9.6,4
no,0,107,195.5,16.62,16.5,5
no,0,90,230.1,19.56,9.1,3
no,38,92,254.2,21.61,7.7,1
no,0,120,231.4,19.67,11.2,2
no,0,83,189.9,16.14,9.0,5
no,0,66,214.0,18.19,8.8,1
no,0,108,186.6,15.86,11.6,0
no,0,105,231.4,19.67,7.8,2
no,0,132,129.3,10.99,5.2,1
no,0,93,184.5,15.68,8.8,2
yes,33,84,201.0,17.09,11.1,2
no,0,121,290.3,24.68,10.8,0
no,0,65,185.0,15.73,6.0,2
no,0,115,199.2,16.93,18.0,1
no,0,83,247.8,21.06,11.2,2
no,20,95,118.6,10.08,12.5,2
no,22,107,168.7,14.34,9.5,3
no,0,76,240.7,20.46,7.1,3
no,0,105,119.3,10.14,11.5,4
yes,31,69,134.5,11.43,7.5,1
no,0,79,162.3,13.8,10.5,1
no,39,130,213.4,18.14,10.1,1
no,0,127,164.1,13.95,9.0,0
no,0,112,255.3,21.7,5.4,1
no,0,115,260.5,22.14,10.8,0
no,0,102,292.0,24.82,8.7,0
no,37,76,264.2,22.46,7.9,1
no,0,102,217.6,18.5,13.2,4
yes,0,48,125.8,10.69,8.3,6
no,0,62,201.0,17.09,11.2,0
no,27,116,244.0,20.74,11.4,2
yes,0,129,336.0,28.56,9.6,1
no,24,118,277.9,23.62,14.7,1
yes,0,77,269.5,22.91,9.6,0
no,0,90,262.6,22.32,13.1,2
yes,0,95,209.6,17.82,13.9,0
no,0,138,154.0,13.09,11.5,0
no,0,107,214.1,18.2,10.4,4
no,0,96,124.2,10.56,15.0,2
yes,0,66,251.3,21.36,8.4,5
no,14,132,199.8,16.98,7.5,1
no,0,108,136.8,11.63,7.7,2
no,0,95,188.0,15.98,4.4,1
no,0,99,240.7,20.46,10.5,0
no,0,118,211.5,17.98,9.1,0
no,30,107,233.0,19.81,14.5,1
no,0,106,267.6,22.75,9.3,0
no,0,106,177.8,15.11,12.4,1
no,0,76,262.0,22.27,9.2,1
no,0,61,161.7,13.74,8.4,0
no,0,110,234.9,19.97,8.8,2
no,31,112,220.7,18.76,12.9,2
no,22,123,328.7,27.94,7.8,1
no,0,111,175.1,14.88,10.2,3
no,0,130,137.8,11.71,7.3,3
yes,0,69,230.0,19.55,9.6,1
no,0,127,153.1,13.01,12.9,1
no,0,78,262.6,22.32,8.8,3
no,0,92,249.1,21.17,10.8,2
yes,0,81,184.4,15.67,10.6,3
no,0,135,186.0,15.81,9.8,3
no,0,119,205.0,17.43,13.8,0
no,0,123,161.3,13.71,11.4,2
yes,0,106,187.3,15.92,7.4,1
no,0,92,164.3,13.97,8.9,1
no,0,123,253.6,21.56,6.4,1
no,0,130,176.0,14.96,7.3,2
no,0,100,165.1,14.03,6.3,3
no,0,113,78.9,6.71,11.8,2
no,0,103,214.8,18.26,8.7,2
no,29,80,274.8,23.36,7.5,2
no,0,98,210.5,17.89,7.7,2
no,0,102,174.9,14.87,6.1,3
no,31,105,197.6,16.8,14.5,2
no,0,60,221.0,18.79,8.9,1
yes,0,42,138.9,11.81,9.1,2
no,0,117,227.8,19.36,9.3,0
no,0,112,184.2,15.66,12.6,2
yes,0,92,142.6,12.12,10.9,2
no,0,145,276.4,23.49,10.1,1
no,29,121,244.7,20.8,13.8,2
no,0,107,228.8,19.45,7.6,3
no,32,109,125.6,10.68,10.5,3
no,30,114,165.8,14.09,10.8,1
yes,0,99,167.9,14.27,8.0,1
no,0,124,60.0,5.1,11.3,0
no,0,85,214.2,18.21,11.1,3
yes,0,107,157.6,13.4,7.3,0
no,0,79,216.7,18.42,9.3,2
yes,0,96,220.4,18.73,9.2,4
no,0,86,268.6,22.83,14.7,1
no,28,101,250.5,21.29,11.5,1
no,0,80,90.2,7.67,10.6,0
yes,0,89,157.0,13.35,8.4,0
yes,0,0,159.6,13.57,6.8,4
yes,0,45,187.8,15.96,10.7,1
no,0,117,191.9,16.31,10.3,0
no,0,98,209.9,17.84,11.9,1
no,22,107,163.0,13.86,5.6,2
yes,0,124,230.9,19.63,14.8,0
no,0,121,262.2,22.29,11.9,1
no,16,105,201.3,17.11,13.1,0
no,0,91,216.6,18.41,11.0,0
no,0,103,222.7,18.93,12.8,2
no,31,93,240.5,20.44,13.6,3
no,0,84,165.9,14.1,12.8,3
no,0,89,194.4,16.52,14.9,0
yes,0,91,220.6,18.75,10.3,1
no,0,102,123.9,10.53,13.1,2
no,0,76,232.4,19.75,13.6,1
no,0,122,67.0,5.7,9.9,3
no,31,115,237.6,20.2,7.7,3
yes,0,97,250.7,21.31,13.7,1
no,0,118,224.0,19.04,11.6,1
no,0,66,179.3,15.24,12.3,3
no,0,131,194.8,16.56,8.6,1
no,0,127,262.3,22.3,11.5,4
no,0,75,155.7,13.23,7.3,1
no,0,125,162.3,13.8,6.6,1
no,0,102,253.5,21.55,8.9,1
no,0,90,144.3,12.27,8.2,1
yes,0,105,193.7,16.46,4.1,4
no,32,129,225.9,19.2,8.5,0
no,42,112,188.2,16.0,11.3,0
yes,0,139,241.9,20.56,4.2,4
no,43,96,272.3,23.15,8.9,1
no,0,115,230.7,19.61,10.2,3
no,0,119,123.1,10.46,12.0,1
no,0,110,260.3,22.13,11.0,1
no,21,113,260.1,22.11,8.2,2
no,0,108,162.0,13.77,10.1,3
no,35,98,153.1,13.01,7.1,0
no,0,62,227.2,19.31,15.3,1
no,0,105,127.8,10.86,9.3,1
yes,0,85,207.6,17.65,4.5,3
no,0,107,228.1,19.39,9.1,0
no,0,121,268.5,22.82,13.0,1
no,0,110,115.5,9.82,12.2,0
no,27,124,160.9,13.68,11.5,4
no,0,0,192.1,16.33,7.2,1
no,19,87,227.8,19.36,11.0,1
no,0,116,219.2,18.63,11.7,4
no,0,90,197.5,16.79,0.0,3
no,0,86,204.7,17.4,5.7,1
no,0,120,98.3,8.36,10.6,0
no,39,113,224.4,19.07,9.5,3
yes,0,80,88.1,7.49,8.8,4
no,0,139,269.8,22.93,8.9,1
yes,31,105,256.1,21.77,11.8,6
no,0,104,195.9,16.65,11.8,1
no,0,91,212.1,18.03,12.2,1
no,0,84,192.4,16.35,7.7,1
no,24,60,233.2,19.82,9.4,1
no,20,78,215.6,18.33,9.8,0
no,0,90,174.9,14.87,9.7,1
no,0,89,204.5,17.38,9.1,0
no,0,74,190.6,16.2,10.7,1
no,37,101,183.3,15.58,5.7,2
no,0,95,141.8,12.05,6.6,2
yes,0,68,171.9,14.61,17.9,3
no,20,81,216.5,18.4,10.4,0
no,31,45,221.5,18.83,5.6,1
no,28,117,159.5,13.56,10.4,1
no,0,77,195.2,16.59,11.7,0
no,0,148,231.8,19.7,4.6,2
no,30,84,263.5,22.4,9.8,2
no,0,108,171.4,14.57,9.6,2
no,0,117,289.5,24.61,11.2,2
no,38,130,196.6,16.71,7.0,1
no,34,70,273.7,23.26,7.6,1
no,0,107,128.9,10.96,11.3,1
no,0,107,192.2,16.34,12.2,1
no,26,117,234.7,19.95,10.8,1
no,0,99,235.8,20.04,15.1,2
no,0,115,243.1,20.66,8.6,0
no,0,97,208.9,17.76,5.0,1
no,47,102,186.6,15.86,8.8,1
no,0,99,146.2,12.43,8.9,3
no,8,104,171.5,14.58,9.7,1
no,28,104,157.3,13.37,10.3,2
no,0,105,171.3,14.56,8.3,0
no,0,110,162.3,13.8,7.8,4
no,0,101,285.2,24.24,12.7,4
no,0,100,221.1,18.79,10.9,0
no,0,136,151.3,12.86,12.3,2
no,40,111,117.0,9.95,8.1,2
yes,44,80,209.4,17.8,14.1,2
no,0,95,332.1,28.23,6.6,1
no,0,113,121.0,10.29,5.9,1
no,0,94,209.8,17.83,8.6,1
no,0,88,190.4,16.18,16.1,0
no,0,160,156.7,13.32,9.3,3
no,0,78,264.3,22.47,10.0,0
no,0,107,207.5,17.64,8.1,2
no,0,93,215.8,18.34,7.6,1
no,0,108,220.2,18.72,5.1,0
no,27,79,163.4,13.89,15.0,0
no,41,95,137.3,11.67,5.9,1
yes,0,66,263.6,22.41,12.0,1
no,0,120,182.0,15.47,10.3,1
no,0,89,156.7,13.32,16.3,0
no,0,112,82.2,6.99,15.8,3
no,35,62,197.6,16.8,5.9,0
no,0,102,298.0,25.33,9.8,1
no,0,122,201.0,17.09,9.7,2
no,16,92,232.1,19.73,8.9,1
no,34,79,132.8,11.29,14.8,2
no,0,93,152.1,12.93,9.4,3
no,0,91,163.1,13.86,10.0,1
yes,0,106,182.9,15.55,12.9,3
no,0,87,166.4,14.14,15.4,1
no,0,104,138.9,11.81,9.7,0
no,44,94,224.1,19.05,11.1,0
no,0,120,267.1,22.7,11.8,2
no,0,107,296.5,25.2,7.0,1
no,0,110,165.9,14.1,12.8,1
no,0,126,303.3,25.78,9.7,1
no,0,85,186.9,15.89,4.9,2
no,32,136,262.0,22.27,10.8,0
no,36,120,236.6,20.11,11.7,3
no,0,101,147.7,12.55,10.6,1
no,0,104,202.5,17.21,11.5,3
no,0,86,277.5,23.59,12.2,1
no,0,88,107.9,9.17,12.7,0
no,40,116,232.7,19.78,5.9,8
no,0,117,220.1,18.71,8.5,2
no,0,74,167.9,14.27,10.7,2
no,0,84,168.1,14.29,12.0,1
no,0,74,274.6,23.34,6.6,3
no,40,105,175.9,14.95,9.2,3
no,0,82,180.7,15.36,8.6,1
no,0,91,305.8,25.99,6.7,1
no,14,100,221.8,18.85,4.2,1
no,0,114,207.9,17.67,12.0,2
no,0,99,160.1,13.61,7.0,1
no,0,70,200.1,17.01,12.4,1
no,0,78,202.6,17.22,11.3,2
no,0,91,228.7,19.44,8.9,2
no,35,136,173.7,14.76,9.5,2
no,0,83,244.3,20.77,9.7,3
no,0,100,172.2,14.64,5.6,1
no,0,89,196.8,16.73,11.4,2
no,0,108,211.2,17.95,13.1,1
no,0,94,235.4,20.01,9.0,0
yes,0,99,167.1,14.2,4.5,0
no,0,111,171.5,14.58,10.6,3
yes,0,141,215.7,18.33,8.0,1
yes,0,104,186.0,15.81,9.6,4
yes,18,84,170.9,14.53,11.5,0
yes,0,102,226.1,19.22,13.9,2
no,0,102,185.8,15.79,12.0,2
no,0,79,190.8,16.22,8.9,0
yes,0,111,92.3,7.85,13.7,5
no,0,112,101.5,8.63,10.7,0
no,0,105,211.5,17.98,11.9,0
no,0,68,158.0,13.43,12.7,1
no,0,98,206.2,17.53,8.2,1
no,0,80,172.0,14.62,10.3,1
no,0,94,189.3,16.09,14.4,1
no,0,106,220.1,18.71,11.4,2
yes,0,106,273.7,23.26,8.7,0
no,0,110,191.7,16.29,16.4,2
no,0,93,214.7,18.25,11.3,0
no,0,79,136.9,11.64,13.3,1
no,22,92,139.6,11.87,8.6,2
no,0,143,247.0,21.0,9.6,0
no,32,68,247.2,21.01,13.5,2
no,34,100,236.3,20.09,14.8,2
no,0,91,177.1,15.05,5.9,2
no,0,110,267.1,22.7,8.9,0
no,0,106,210.8,17.92,10.0,2
no,0,69,129.2,10.98,12.9,0
no,39,76,112.7,9.58,7.3,1
no,0,95,195.8,16.64,0.0,1
no,0,126,117.6,10.0,10.8,0
no,38,69,197.5,16.79,9.5,2
no,0,113,226.7,19.27,15.6,0
no,27,96,167.7,14.25,11.4,1
no,31,104,176.0,14.96,11.5,0
no,0,100,154.5,13.13,17.3,2
no,0,134,164.2,13.96,6.1,1
no,0,78,196.7,16.72,10.1,1
no,14,99,169.9,14.44,11.6,1
no,40,80,249.7,21.22,12.7,1
no,35,85,151.2,12.85,8.5,1
no,0,90,205.1,17.43,10.4,3
no,0,123,196.6,16.71,10.2,1
no,0,97,209.3,17.79,8.8,2
no,38,110,116.6,9.91,16.5,2
no,29,140,322.3,27.4,10.6,0
no,34,96,262.3,22.3,5.6,1
no,0,92,120.3,10.23,9.0,1
no,0,136,143.7,12.21,12.6,1
yes,0,93,197.7,16.8,11.4,2
no,0,77,167.2,14.21,7.2,1
no,0,111,153.7,13.06,12.7,1
no,0,119,198.8,16.9,12.4,1
no,0,55,173.1,14.71,5.8,1
no,29,106,219.7,18.67,11.1,2
no,0,108,162.0,13.77,5.8,3
yes,0,119,278.6,23.68,10.9,1
no,31,92,141.2,12.0,6.3,3
no,49,86,198.2,16.85,8.2,0
no,0,93,203.9,17.33,15.1,2
no,29,77,134.9,11.47,8.8,2
no,0,113,204.9,17.42,13.4,1
no,26,110,230.9,19.63,4.5,0
no,44,127,180.2,15.32,8.7,3
no,33,90,208.0,17.68,11.3,2
no,0,73,267.3,22.72,13.3,3
no,0,102,210.8,17.92,11.1,1
no,0,113,235.9,20.05,10.1,0
no,19,94,204.6,17.39,12.9,3
no,25,99,210.4,17.88,13.8,2
no,0,96,234.7,19.95,11.2,0
no,0,73,293.9,24.98,12.6,4
no,0,114,232.8,19.79,3.8,3
no,0,95,213.1,18.11,7.6,2
no,0,125,173.2,14.72,10.9,0
no,0,108,161.8,13.75,11.0,0
no,39,103,209.4,17.8,11.9,1
yes,0,88,168.3,14.31,12.2,4
no,35,102,192.0,16.32,9.6,0
no,0,83,248.6,21.13,9.6,1
no,0,140,201.0,17.09,11.3,1
no,0,115,168.5,14.32,11.1,2
no,38,121,294.0,24.99,9.8,0
no,0,115,198.4,16.86,8.6,1
no,0,81,168.0,14.28,12.7,2
no,0,74,115.6,9.83,15.8,1
no,0,145,273.3,23.23,8.0,2
no,0,65,141.4,12.02,10.0,2
no,0,113,193.2,16.42,11.2,0
no,0,101,161.0,13.69,9.5,0
yes,0,133,198.9,16.91,9.5,4
no,0,93,215.1,18.28,9.1,2
yes,0,79,179.5,15.26,9.7,6
no,0,95,139.1,11.82,11.7,2
no,0,99,175.8,14.94,11.0,3
